check_group,ASIN,Family,30d Sales,Why Medium,original_title,new_title,title_chars,item_highlights,status,notes,JOVELOVE_VERDICT,proposed title/correction,item highlights
4-EXCLUDED_RULE_VIOLATION,B07772V946,Dog/Paw,0,design name trimmed to fit 75,"Magnet Me Up Dog Grandma and Dog Grandpa Combo Pack Bone Magnet Decal, 2x7 Inches, 2 Pack, Heavy Duty Automotive Magnet","Dog Grandma and Dog Grandpa Car Magnet 2x7 Inch 2 Pack, Dog Lover Gift",70,"Heavy duty magnetic decal for car, truck, SUV or fridge, full color UV printed",SKIPPED_VALIDATION,word repeated \>2x: dog,,"Dog Grandma and Dog Grandpa Bone Car Magnet 2x7 Inch 2 Pack, Dog Lover Gift","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B0DNKLQXS4,Custom Vehicle,1891.79,no size detected in original title; some original keywords not carried over,"Magnet Me Up Custom Car Magnet – Personalized Die-Cut Magnetic Decal, Weatherproof UV-Printed, Strong Hold, Upload Image","Custom Die Cut Car Magnet, Upload Logo, Made in USA",51,"Personalized magnetic business sign for vehicles & trucks, add your text, weatherproof",NO_MATCH_IN_REPORT,,,ok,
5-EXCLUDED_NO_SKU_MATCH,B0DPR9FJVL,Photo Magnet,160.91,no size detected in original title; some original keywords not carried over,"Magnet Me Up Custom Pet Photo Magnet Decal, Customizable Die Cut Magnet for Your Fridge, Lockers, Upload a Photo of Your","Custom Photo Magnet, Add Photo & Text, Made in USA",50,"Personalized picture refrigerator magnet, full color UV printed durable vinyl, keepsake gift",NO_MATCH_IN_REPORT,,,"Custom Photo Magnet, Die-cut, Add Photo & Text, Made in USA",
5-EXCLUDED_NO_SKU_MATCH,B0DHDD8T65,General Magnet,41.97,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up Custom Ribbon Magnet Decal, 7x3.5 Inches, Customizable Decal for Businesses, Personal Use, Choose Your Text","Custom Ribbon Locker Magnet 7x3.5 Inch, Made in USA",51,"Heavy duty magnet, full color UV printed, made to order",NO_MATCH_IN_REPORT,,,"Custom Ribbon Car Magnet 7x3.5 Inch, Made in USA","Heavy-duty magnet, full-color UV printed, made to order, add text"
5-EXCLUDED_NO_SKU_MATCH,B0CQ5XRC1S,General Magnet,39.96,"generic family: design name auto-extracted, not from a keyword-validated template; no size detected in original title","Magnet Me Up Customizable Advertising, Personal Use, Gifts, Choose Your Text, Font and Color, Upload Image (1 Pack, Bone",Customizable Advertising Magnet,31,"Heavy duty magnet, full color UV printed, made to order",NO_MATCH_IN_REPORT,,,"Customizable with Text Bone Magnet, 2x7 Inch","Heavy-duty magnet, full-color UV printed, made to order, crafted in USA"
5-EXCLUDED_NO_SKU_MATCH,B0DPRBRK9N,Photo Magnet,30.98,no size detected in original title,"Magnet Me Up Custom Pet Photo Magnet- Upload Your Cat or Dog Image- Personalized Die-Cut, Full-Color UV Printing, Durabl","Printing Keepsake Custom Photo Magnet, Add Photo & Text, Made in USA",68,"Personalized picture refrigerator magnet, full color UV printed durable vinyl, keepsake gift",NO_MATCH_IN_REPORT,,,"Custom Pet Die-cut Magnet, Add Photo & Text, Made in USA",
5-EXCLUDED_NO_SKU_MATCH,B0D4RBRHV1,General Magnet,29.57,"generic family: design name auto-extracted, not from a keyword-validated template; design name trimmed to fit 75","Ships Next Day Magnet Me Up Custom Printed Magnetic Name Tag Badge with Logo (Left), 1.5x3 inch, Full Color Customizable",Magnet Me Up Custom Printed Magnetic Name Tag Name Tag Badge 1.5x3 Inch,71,"Heavy duty magnet, full color UV printed, made to order",NO_MATCH_IN_REPORT,,,"Custom Printed Magnetic Name Tag Name 1.5x3 Inch, Logo Left","Personalized with company logo, name, and title, magnetic badge, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B0CPT86SSN,General Magnet,11.99,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up You've Been Ducked Cute Vehicle Duck Magnets, Ducking Game, 4 Pack, 4x4 Inch, Blue Yellow Pink Green, Heavy","You've Been Ducked Cute Vehicle Duck Car Magnet 4x4 Inch 4 Pack, Funny Gift",75,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B09QLJX68D,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Periwinkle ESphageal and Stomach Cancer Ribbon Magnet Decal, 3.5x7 Inches Heavy Duty Automotive Magnet for",Periwinkle ESphageal and Stomach Cancer Ribbon Car Magnet 3.5x7 Inch,68,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Support Esophageal and Stomach Cancer Awareness Ribbon Magnet, 3.5x7 Inch","Heavy-duty periwinkle magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B0H3M6PQ8F,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Kelly Green Gallbladder CRibbon Magnet Decal, 3.5x7 Inches Heavy Duty Automotive Magnet for Car Truck SUV",Kelly Green Gallbladder CRibbon Car Magnet 3.5x7 Inch,53,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Kelly Green Gallbladder Ribbon Car Magnet 3.5x7 Inch, Cancer Awareness","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B0H34QRLXS,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up All Cancer Ribbon Magnet Decal, 3.5x7 Inches Heavy Duty Automotive Magnet for Car Truck SUV",All Cancer Ribbon Car Magnet 3.5x7 Inch,39,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"All Cancer Ribbon Car Magnet 3.5x7 Inch, Awareness","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B076PQMFR9,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Grey Brain Cancer Ribbon Magnet Decal, 3.5x7 Inches Heavy Duty Automotive Magnet for Car Truck SUV",Grey Brain Cancer Ribbon Car Magnet 3.5x7 Inch,46,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Grey Brain Cancer Ribbon Car Magnet 3.5x7 Inch, Awareness","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B076PR8DKP,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template",Magnet Me Up Green Liver Cancer Ribbon Magnet Decal. 3.5x7 Inches Heavy Duty Automotive Magnet for Car Truck SUV,Green Liver Cancer Ribbon Car Magnet 3.5x7 Inch,47,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,Green Liver Cancer Awareness Ribbon Car Magnet 3.5x7 Inch,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B076PQG9GL,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Lime Lymphoma Cancer Ribbon Magnet Decal, 3.5x7 inches Heavy Duty Automotive Magnet for CarTruck SUV",Lime Lymphoma Cancer Ribbon Car Magnet 3.5x7 Inch,49,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Lime Lymphoma Cancer Awareness Ribbon Magnet Decal, 3.5x7 inches","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B076PPDB8R,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Orange Leukemia and Kidney Cancer Ribbon Mganet Decal, 3.5 x7 Inches Heavy Duty Automotive Maagnet",Orange Leukemia and Kidney Cancer Ribbon Mganet Car Magnet 3.5x7 Inch,69,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Orange Leukemia and Kidney Cancer Awareness Ribbon Magnet, 3.5 x7 Inches","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B076PM1C6B,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Cervical and Ovarian Awareness Ribbon Magnet Decal, 3.5 Inches Heavy Duty Automotive Magnet for Car Truck S",Cervical and Ovarian Awareness Ribbon Car Magnet 3.5 Inch,57,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Teal Cervical and Ovarian Awareness Ribbon Magnet Decal, 3.5 Inches","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B076PP4PFX,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Peach Uterine Awareness Ribbon Magnet Decal, 3.5x7 Inches Heavy Duty Automotive Mganet for Car Truck SUV",Peach Uterine Awareness Ribbon Car Magnet 3.5x7 Inch,52,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Peach Uterine Awareness Ribbon Magnet Decal, 3.5x7 Inches","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B076PQHYJS,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Purple Prancreatic and Leiomyosarcoma Cancern Ribbon Magnet Decal, 3.5 x 7 Inches Heavy Duty Automotive Mag",Purple Prancreatic and Leiomyosarcoma Cancern Ribbon Car Magnet 3.5x7 Inch,74,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Purple Pancreatic and Leiomyosarcoma Cancer Ribbon Magnet, 3.5x7 Inches","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, awareness, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B076PK14C1,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up White Lung Cancer Ribbon Magnet Decal, 3.5 x 7 Inches Heavy Duty Automotive Magnet for Car Truck SUV",White Lung Cancer Ribbon Car Magnet 3.5x7 Inch,46,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"White Lung Cancer Awareness Ribbon Magnet Decal, 3.5 x 7 Inches","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B076PMH2TC,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Blue Colon Cancer Ribbon Magnet Decal, 3.5x7 Inches Heavy Duty Automotive Magnet for Car Truck SUV",Blue Colon Cancer Ribbon Car Magnet 3.5x7 Inch,46,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Blue Colon Cancer Awareness Ribbon Magnet Decal, 3.5x7 Inches","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B0H2FHC7N3,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; design name trimmed to fit 75","Magnet Me Up Support Hodgkins Lymphoma and Testicular Cancer Fighter Violet Ribbon Magnet Decal, 3.5x7 Inches, 2 Pack Cr",Hodgkins Lymphoma and Testicular Cancer Fighter Magnet 3.5x7 Inch 2 Pack,72,"Heavy duty magnet, full color UV printed, made to order",NO_MATCH_IN_REPORT,,,"Hodgkin's Lymphoma and Testicular Cancer Awareness Ribbon Magnet, 3.5""x7""","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, violet made in USA"
5-EXCLUDED_NO_SKU_MATCH,B076PMFCP3,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Pink Breast Cancer Ribbon Magnet Decal, 3.5 x 7 Inches Heavy Duty Automotive Magnet for Car Truck SUV",Pink Breast Cancer Ribbon Car Magnet 3.5x7 Inch,47,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Pink Breast Cancer Awareness Ribbon Car Magnet Decal, 3.5 x 7 Inches","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B076PVMW4K,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Black Melanoma Cancer Ribbon Magnet Decal, 3.5x7 Inches Heavy Duty Automotive Magnet for Car Truck SUV",Black Melanoma Cancer Ribbon Car Magnet 3.5x7 Inch,50,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Black Melanoma Cancer Awareness Ribbon Magnet Decal, 3.5x7 Inches","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B076PP75D7,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Yellow Bladder Magnet Decal, 3.5 x 7 Inches Heavy Duty Automotive Magnet for Car Truck SUV",Yellow Bladder Car Magnet 3.5x7 Inch,36,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Yellow Bladder Cancer Awareness Ribbon Magnet Decal, 3.5 x 7 Inches","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B076PPKHX9,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Aqua Prostate Cancer Ribbon Magnet Decal, 3.5x7 Inches Heavy Duty Automotive Magnet for Car Truck SUV",Aqua Prostate Cancer Ribbon Car Magnet 3.5x7 Inch,49,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Aqua Prostate Cancer Awareness Ribbon Magnet Decal, 3.5x7 In","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B0G6GDGW17,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; no size detected in original title; some original keywords not carried over","Magnet Me Up Funny Magnetic Decal for Cars, Trucks & SUV Full-Color UV Printed Accessories for Fridge & Locker","Funny Locker Magnet, Funny Gift",31,"Heavy duty magnet, full color UV printed, made to order",NO_MATCH_IN_REPORT,,,,
5-EXCLUDED_NO_SKU_MATCH,B0BMJHHM68,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Emoticon Magnet Decal, 5 Inch, Cute Decorative Self-Expression Magnet f",Emoticon Magnet 5 Inch,22,"Heavy duty magnet, full color UV printed, made to order",NO_MATCH_IN_REPORT,,,,
5-EXCLUDED_NO_SKU_MATCH,B0DSQ9S86T,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; no size detected in original title","Magnet Me Up Custom Sports Magnetic Decal, Customizable Team Name, Bumper Magnet",Custom Sports Car Magnet,24,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,,
5-EXCLUDED_NO_SKU_MATCH,B0CVSF79VC,Driver/Novelty,0,no size detected in original title,"Magnet Me Up New Driver Magnet Decal, Heavy Duty Automotive Magnet for Car Truck SUV","New Driver Car Magnet, Funny Student Driver",43,"Heavy duty magnetic decal for car or any magnetic surface, UV printed",NO_MATCH_IN_REPORT,,,,
5-EXCLUDED_NO_SKU_MATCH,B09QRN9PRH,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Burgundy and Ivory Head and Neck Cancer Ribbon Magnet Decal, 3.5x7 Inches Heavy Duty Automotive Magnet for",Burgundy and Ivory Head and Neck Cancer Ribbon Car Magnet 3.5x7 Inch,68,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Head and Neck Cancer Fighter Ribbon Magnet Decal, 3.5x7 Inches","Automotive Magnet for Car Truck SUV, Gift of Empathy, Burgundy and Ivory, Made in USA"
5-EXCLUDED_NO_SKU_MATCH,B0D94RGB4Q,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; no size detected in original title","Magnet Me Up Customizable Magnet Pack, Oval or Round, Advertising, Personal Use, Gifts, Choose Your Text",Customizable Magnet,19,"Heavy duty magnet, full color UV printed, made to order",NO_MATCH_IN_REPORT,,,,
5-EXCLUDED_NO_SKU_MATCH,B0DM2MWYMQ,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Custom Photo Refrigerator Magnet Decal with Text Option, Upload Your Family Photo and Memories (4x5 Hanukka",Custom Photo Fridge Magnet 4x5 Inch,35,"Heavy duty magnet, full color UV printed, made to order",NO_MATCH_IN_REPORT,,,Custom 4x5 Inch Hanukkah Photo Refrigerator Magnet with Text Option,"Personalized magnetic decal, full color, made to order, crafted in USA"
5-EXCLUDED_NO_SKU_MATCH,B0DPMPV47F,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Custom Photo Refrigerator Magnet Decal with Text Option, Upload Your Family Photo (1 Pack, 5x7 Christmas- R",Custom Photo Fridge Magnet 5x7 Inch,35,"Heavy duty magnet, full color UV printed, made to order",NO_MATCH_IN_REPORT,,,"Custom Christmas Red Photo Frame Refrigerator Magnet, Photo and text, 5""x7""","Personalized magnetic decal, full color, made to order, crafted in USA"
5-EXCLUDED_NO_SKU_MATCH,B0DJSDD6GJ,Photo Magnet,0,no size detected in original title; some original keywords not carried over,"Magnet Me Up Custom Halloween Photo Magnetic Decal, Witch Cauldron and Candle Holder, Spooky Halloween Magnet for Party,","Custom Halloween Photo Magnet, Witch, Add Photo & Text, Made in USA",67,"Personalized picture refrigerator magnet, full color UV printed durable vinyl, keepsake gift",NO_MATCH_IN_REPORT,,,"Custom Halloween Photo Magnet, 4x5 Inch Yellow Photo Frame, Photo and Text","Personalized magnetic decal, full color, made to order, crafted in USA"
5-EXCLUDED_NO_SKU_MATCH,B0DJSM2TPP,Photo Magnet,0,no size detected in original title; some original keywords not carried over,"Magnet Me Up Custom Halloween Photo Magnet Decal, Pumpkin, and Gravestone, Spooky Halloween for Party, Fridge, Locker, O","Custom Halloween Photo Magnet, Pumpkin, Add Photo & Text, Made in USA",69,"Personalized picture refrigerator magnet, full color UV printed durable vinyl, keepsake gift",NO_MATCH_IN_REPORT,,,"Custom Halloween Photo Magnet, 4x5 Inch Purple Photo Frame, Photo and Text","Personalized magnetic decal, full color, made to order, crafted in USA"
5-EXCLUDED_NO_SKU_MATCH,B0DG3WT5YQ,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up Rosh Hashanah Custom Magnet Decal, Personalized Photo Frame, 5x7 inch Rectangle, Magnetic Picture Frames fo","Rosh Hashanah Custom Magnet 5x7 Inch, Made in USA",49,"Heavy duty magnet, full color UV printed, made to order",NO_MATCH_IN_REPORT,,,"Rosh Hashanah Photo Frame Custom Magnet, 5x7 inch, Upload Photo","Personalized magnetic decal, full color, made to order, crafted in USA"
5-EXCLUDED_NO_SKU_MATCH,B0CZPGCK4C,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Custom 4x6 Inch Rectangle Photo Refrigerator Customizable Magnet Decal with Text Option, 5 Pack, Upload Fam",Custom Rectangle Photo Refrigerator Customizable Magnet 4x6 Inch 5 Pack,71,"Heavy duty magnet, full color UV printed, made to order",NO_MATCH_IN_REPORT,,,"Custom 4x6 Inch Rectangle Photo Refrigerator Magnet, 5 Pack, Photo & Text","Personalized magnetic decal, full color, made to order, crafted in USA"
5-EXCLUDED_NO_SKU_MATCH,B0BMH1NVKL,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Desantis 2024 Republican Party Magnet Decal, 4x6 Inch, Heavy Duty Automotive Magnet for Car Truck SUV Or An",Desantis 2024 Republican Party Car Magnet 4x6 Inch,50,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"DeSantis 2024 Republican Party Election Magnet Decal, 4x6 Inch","Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B0BKH6NVX8,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; no size detected in original title","Magnet Me Up Poop Emoticon Magnet Decal, Cute Self-Expression Decorative Magnet for Car, Truck, SUV, Or Any Other Magnet",Poop Emoticon Car Magnet,24,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Poop Emoticon Car Magnet, 5 Inch","Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B0CPT93RWN,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up You've Been Ducked Cute Vehicle Duck Magnets, Ducking Game, 4 Pk, 4x4 in, Army Tie Dye Leopard Zebra, Heavy",Army Tie You've Been Ducked Cute Vehicle Duck Car Magnet 4x4 Inch 4 Pack,72,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"You've Been Ducked Cute Vehicle Duck Magnets, Ducking Game, 4 Pk, 4x4 in","Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B0DRZ386C1,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Customizable American Sign Language Fridge Magnet, 8x5 Inches, Blue, Add Logo, Custom ASL Educational and D","Customizable American Fridge Magnet 8x5 Inch, Made in USA",57,"Heavy duty magnet, full color UV printed, made to order",NO_MATCH_IN_REPORT,,,"Customizable American Sign Language Fridge Magnet, 8x5 Inches, Add Logo","Personalized magnetic decal, full color, made to order, Blue, crafted in USA"
5-EXCLUDED_NO_SKU_MATCH,B0G357LQZY,Custom Vehicle,0,no size detected in original title,Custom Car Magnet Signs – 30 Mil Magnetic Vehicle Signs – Upload Your Logo & Text – Weatherproof Business Magnets for Ca,"Custom Car Magnet 30 Mil, Upload Logo, Made in USA",50,"Personalized magnetic business sign for vehicles & trucks, add your text, weatherproof",NO_MATCH_IN_REPORT,,,,
5-EXCLUDED_NO_SKU_MATCH,B09QRXXJ26,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Zebra Carcinoid Cancer Ribbon Magnet Decal, 3.5x7 Inches Heavy Duty Automotive Magnet for Car Truck SUV",Zebra Carcinoid Cancer Ribbon Car Magnet 3.5x7 Inch,51,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Zebra Carcinoid Cancer Awareness Ribbon Magnet Decal, 3.5x7 Inches","Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
5-EXCLUDED_NO_SKU_MATCH,B0G6GDCNL5,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; no size detected in original title","Magnet Me Up Funny Car Magnet, Magnetic Decal for Cars, Trucks & SUV- Humor Sign for Cars, Magnet Accessories, Made in T","Funny Car Magnet, Funny Gift, Made in USA",41,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,,
5-EXCLUDED_NO_SKU_MATCH,B0DSGK7WQ2,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Custom 10x3 Inch Rectangle Magnet, 250 Pack, Customizable for Businesses, Personal Use, Choose Your Text, U","Custom Rectangle Car Magnet 10x3 Inch 250 Pack, Made in USA",59,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Custom Rectangle Car Magnet 10x3 Inch 250 Pack, Image and Text","Personalized magnetic decal, full color, made to order, crafted in USA"
5-EXCLUDED_NO_SKU_MATCH,B0DSGKTJ7V,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Custom 10x3 Inch Rectangle Magnet, 50 Pack, Customizable for Businesses, Personal Use, Choose Your Text, Up","Custom Rectangle Car Magnet 10x3 Inch 50 Pack, Made in USA",58,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Custom Rectangle Car Magnet 10x3 Inch 50 Pack, Image and Text","Personalized magnetic decal, full color, made to order, crafted in USA"
5-EXCLUDED_NO_SKU_MATCH,B0CZM4L5T3,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Custom 10x3 Inch Rectangle Magnet, 5 Pack, Customizable for Businesses, Personal Use, Choose Your Text, Upl","Custom Rectangle Car Magnet 10x3 Inch 5 Pack, Made in USA",57,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Custom Rectangle Car Magnet 10x3 Inch 5 Pack, Image and Text","Personalized magnetic decal, full color, made to order, crafted in USA"
5-EXCLUDED_NO_SKU_MATCH,B0CZLZCJ85,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Custom 8x3 Inch Rectangle Magnet, 5 Pack, Customizable for Businesses, Personal Use, Choose Your Text, Uplo","Custom Rectangle Car Magnet 8x3 Inch 5 Pack, Made in USA",56,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Custom Rectangle Car Magnet 8x3 Inch 5 Pack, Image and Text","Personalized magnetic decal, full color, made to order, crafted in USA"
5-EXCLUDED_NO_SKU_MATCH,B0GTJNSCGZ,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; no size detected in original title; some original keywords not carried over","Custom Die Cut Sticker Personalized - Full Color UV Printed Vinyl Sticker Decal for Logo, Image, Text, Shape and Size, W","Custom Die Cut Sticker Personalized Car Magnet, Made in USA",59,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",NO_MATCH_IN_REPORT,,,"Custom Die-Cut Adhesive Sticker, Upload Logo, Made in USA","Heavy-duty bumper stickers, full color"
5-EXCLUDED_NO_SKU_MATCH,B0DJWKNTB8,Custom Vehicle,0,no size detected in original title,"Magnet Me Up Custom Die Cut Car Magnet, Personalized Shape and Design, Business Logos, Events, Personal Use, Multiple Si","Shape Design Custom Die Cut Car Magnet, Upload Logo, Made in USA",64,"Personalized magnetic business sign for vehicles & trucks, add your text, weatherproof",NO_MATCH_IN_REPORT,,,"Custom Die Cut Car Magnet, Personalized Shape and Design","Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
